League,Team,Name,Goals,Expected goals (xG),Big chances missed,Successful dribbles,Total shots,Goal conversion %,Average Sofascore,Tackles,Interceptions,Clearances,Errors leading to goal,Big chances created,Assists,Accurate passes,Accurate passes %,Key passes,Saves,Clean sheets,Penalties saved,Saves from inside box,Runs out,Position,Age,Market value
Premier League,Brighton,Georginio Rutter,5.0,4.64,5.0,27.0,50.0,10.0,6.83,39.0,10.0,12.0,2.0,6.0,3.0,236.0,68.6,19.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,23.0,€32.00m
Laliga,Rayo Vallecano,Unai López,3.0,1.39,0.0,10.0,20.0,15.0,6.83,27.0,20.0,19.0,0.0,0.0,1.0,944.0,85.74,17.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,29.0,€2.80m
Premier League,Manchester United,Manuel Ugarte,1.0,1.01,0.0,18.0,19.0,5.26,6.83,75.0,27.0,15.0,0.0,3.0,2.0,784.0,88.49,10.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,24.0,€50.00m
Premier League,Liverpool,Andrew Robertson,0.0,1.17,2.0,7.0,15.0,0.0,6.83,39.0,21.0,41.0,1.0,7.0,1.0,1299.0,87.89,40.0,0.0,0.0,0.0,0.0,0.0,Left-Back,31.0,€20.00m
Premier League,Aston Villa,Ian Maatsen,1.0,0.78,0.0,11.0,17.0,5.88,6.83,27.0,15.0,22.0,0.0,4.0,2.0,462.0,87.5,20.0,0.0,0.0,0.0,0.0,0.0,Left-Back,23.0,€28.00m
Premier League,Wolves,Marshall Munetsi,1.0,3.17,5.0,2.0,19.0,5.26,6.83,22.0,6.0,15.0,0.0,2.0,1.0,130.0,73.03,8.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€15.00m
Laliga,Valencia CF,Cristhian Mosquera,1.0,0.42,0.0,5.0,5.0,20.0,6.83,0.0,0.0,0.0,0.0,0.0,0.0,1715.0,91.52,0.0,0.0,0.0,0.0,0.0,0.0,Centre Back,20.0,€30.00m
Laliga,Athletic Club,Aitor Paredes,3.0,2.21,0.0,0.0,5.0,60.0,6.83,11.0,22.0,105.0,1.0,0.0,0.0,734.0,84.08,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€22.00m
Premier League,Leicester,Luke Thomas,0.0,0.36,0.0,2.0,5.0,0.0,6.82,27.0,18.0,38.0,0.0,1.0,0.0,391.0,84.63,8.0,0.0,0.0,0.0,0.0,0.0,Left-Back,23.0,€6.00m
Premier League,West Ham,Konstantinos Mavropanos,0.0,1.54,3.0,9.0,18.0,0.0,6.82,33.0,39.0,115.0,0.0,2.0,0.0,1011.0,86.48,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€17.00m
Laliga,Valencia CF,Yarek Gasiorowski,0.0,1.08,2.0,0.0,3.0,0.0,6.82,20.0,26.0,56.0,0.0,0.0,0.0,378.0,81.64,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,20.0,€12.00m
Laliga,Real Sociedad,Hamari Traoré,0.0,0.05,1.0,5.0,1.0,0.0,6.82,18.0,8.0,18.0,0.0,1.0,1.0,297.0,86.84,3.0,0.0,0.0,0.0,0.0,0.0,Right-Back,33.0,€3.00m
Laliga,Real Madrid,Ferland Mendy,0.0,0.0,0.0,3.0,0.0,0.0,6.82,17.0,9.0,6.0,0.0,1.0,1.0,565.0,94.32,3.0,0.0,0.0,0.0,0.0,0.0,Left-Back,29.0,€18.00m
Laliga,Real Betis,Ricardo Rodríguez,0.0,0.15,0.0,3.0,4.0,0.0,6.82,26.0,6.0,42.0,0.0,0.0,0.0,462.0,84.93,6.0,0.0,0.0,0.0,0.0,0.0,Left-Back,32.0,€2.50m
Laliga,UD Las Palmas,José Campaña,0.0,0.1,0.0,8.0,4.0,0.0,6.82,20.0,18.0,19.0,0.0,2.0,3.0,691.0,87.14,14.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,31.0,€3.00m
Laliga,Real Sociedad,Sheraldo Becker,2.0,2.0,3.0,4.0,22.0,9.09,6.82,3.0,1.0,10.0,0.0,4.0,1.0,188.0,77.05,8.0,0.0,0.0,0.0,0.0,0.0,Left Winger,30.0,€4.00m
Laliga,Celta Vigo,Fran Beltrán,2.0,0.89,0.0,9.0,20.0,10.0,6.82,42.0,24.0,31.0,1.0,4.0,1.0,1206.0,88.81,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€6.00m
Premier League,Manchester United,Alejandro Garnacho,6.0,7.33,14.0,26.0,84.0,7.14,6.82,29.0,13.0,10.0,2.0,4.0,2.0,622.0,83.27,37.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,20.0,€45.00m
Laliga,RCD Espanyol,Álvaro Tejero,1.0,0.62,0.0,3.0,17.0,5.88,6.82,12.0,12.0,28.0,1.0,6.0,4.0,351.0,79.41,32.0,0.0,0.0,0.0,0.0,0.0,Right-Back,28.0,€2.00m
Laliga,Rayo Vallecano,Pedro Díaz,3.0,2.01,3.0,15.0,24.0,12.5,6.82,21.0,6.0,5.0,0.0,2.0,0.0,387.0,84.13,21.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€2.50m
Laliga,UD Las Palmas,Oliver McBurnie,3.0,4.37,8.0,14.0,27.0,11.11,6.82,13.0,6.0,21.0,0.0,6.0,6.0,258.0,65.98,24.0,0.0,0.0,0.0,0.0,0.0,Striker,28.0,€2.70m
Laliga,UD Las Palmas,Álex Muñoz,3.0,0.79,0.0,1.0,9.0,33.33,6.82,38.0,16.0,61.0,0.0,0.0,0.0,493.0,81.89,7.0,0.0,0.0,0.0,0.0,0.0,Left-Back,30.0,€1.20m
Laliga,Real Betis,Chimy Ávila,2.0,1.83,0.0,5.0,20.0,10.0,6.82,8.0,2.0,8.0,0.0,5.0,0.0,150.0,76.14,17.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,31.0,€2.50m
Premier League,Nottingham Forest,Ryan Yates,2.0,2.35,3.0,9.0,33.0,6.06,6.82,42.0,26.0,60.0,0.0,0.0,1.0,598.0,82.37,18.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,27.0,€13.00m
Premier League,Wolves,Jean-Ricner Bellegarde,2.0,1.41,2.0,14.0,21.0,9.52,6.82,37.0,10.0,17.0,0.0,8.0,6.0,410.0,82.66,28.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€18.00m
Premier League,Chelsea,Christopher Nkunku,3.0,4.83,6.0,10.0,25.0,12.0,6.82,12.0,7.0,9.0,0.0,1.0,2.0,299.0,90.61,14.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,27.0,€45.00m
Premier League,Nottingham Forest,Jota Silva,3.0,2.03,2.0,10.0,22.0,13.64,6.82,25.0,12.0,16.0,0.0,8.0,1.0,111.0,66.07,14.0,0.0,0.0,0.0,0.0,0.0,Right Winger,25.0,€14.00m
Premier League,Wolves,Pablo Sarabia,3.0,2.88,5.0,6.0,17.0,17.65,6.81,15.0,4.0,7.0,0.0,2.0,2.0,263.0,76.9,13.0,0.0,0.0,0.0,0.0,0.0,Right Winger,33.0,€7.00m
Laliga,Real Betis,Jesús Rodríguez,2.0,2.25,2.0,27.0,22.0,9.09,6.81,16.0,6.0,1.0,0.0,0.0,0.0,216.0,76.06,8.0,0.0,0.0,0.0,0.0,0.0,Left Winger,19.0,€10.00m
Premier League,Bournemouth,Alex Scott,0.0,0.71,0.0,6.0,14.0,0.0,6.81,27.0,10.0,11.0,0.0,1.0,0.0,283.0,85.24,12.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,21.0,€20.00m
Premier League,Fulham,Timothy Castagne,0.0,0.38,1.0,5.0,8.0,0.0,6.81,46.0,22.0,75.0,0.0,1.0,1.0,652.0,82.95,9.0,0.0,0.0,0.0,0.0,0.0,Right-Back,29.0,€15.00m
Laliga,Deportivo Alavés,Adrián Pica,0.0,0.33,1.0,1.0,4.0,0.0,6.81,9.0,8.0,21.0,0.0,0.0,0.0,151.0,77.84,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,23.0,€1.50m
Laliga,UD Las Palmas,Alberto Moleiro,6.0,5.24,5.0,56.0,62.0,9.68,6.81,26.0,18.0,6.0,0.0,6.0,1.0,803.0,83.39,41.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,21.0,€25.00m
Premier League,Arsenal,Jakub Kiwior,1.0,0.17,0.0,3.0,3.0,33.33,6.81,15.0,4.0,41.0,0.0,1.0,0.0,570.0,91.49,3.0,0.0,0.0,0.0,0.0,0.0,Centre Back,25.0,€22.00m
Laliga,Celta Vigo,Hugo Álvarez,4.0,2.46,3.0,28.0,25.0,16.0,6.81,24.0,8.0,19.0,0.0,2.0,3.0,665.0,79.07,19.0,0.0,0.0,0.0,0.0,0.0,Left Winger,21.0,€7.50m
Laliga,Celta Vigo,Pablo Durán,4.0,3.28,3.0,11.0,21.0,19.05,6.81,14.0,8.0,14.0,0.0,4.0,4.0,263.0,73.88,15.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,23.0,€3.50m
Premier League,Brighton,Jack Hinshelwood,2.0,1.46,2.0,2.0,14.0,14.29,6.81,26.0,15.0,37.0,0.0,3.0,2.0,764.0,85.36,15.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,20.0,€24.00m
Laliga,FC Barcelona,Pau Víctor,2.0,3.01,4.0,7.0,14.0,14.29,6.81,2.0,2.0,4.0,0.0,1.0,1.0,93.0,82.3,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,23.0,€5.00m
Laliga,Girona FC,Iván Martín,1.0,1.22,0.0,22.0,8.0,12.5,6.81,29.0,11.0,12.0,0.0,2.0,1.0,1209.0,91.38,22.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,26.0,€10.00m
Laliga,Leganés,Renato Tapia,1.0,0.48,1.0,16.0,9.0,11.11,6.81,54.0,23.0,68.0,0.0,0.0,0.0,762.0,79.13,8.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,29.0,€3.50m
Premier League,Fulham,Tom Cairney,1.0,0.25,0.0,4.0,6.0,16.67,6.8,11.0,4.0,1.0,0.0,3.0,0.0,496.0,92.71,10.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,34.0,€2.00m
Laliga,RCD Espanyol,Naci Ünüvar,0.0,0.05,0.0,1.0,1.0,0.0,6.8,2.0,0.0,0.0,0.0,0.0,0.0,12.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfielder,21.0,€2.00m
Laliga,FC Barcelona,Ansu Fati,0.0,0.98,1.0,5.0,12.0,0.0,6.8,4.0,1.0,0.0,0.0,0.0,0.0,104.0,84.55,4.0,0.0,0.0,0.0,0.0,0.0,Left Winger,22.0,€5.00m
Laliga,Celta Vigo,Iván Villar,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,5.0,0.0,0.0,0.0,80.0,78.43,0.0,11.0,0.0,1.0,8.0,3.0,Goalkeeper,27.0,€900k
Premier League,Aston Villa,Boubacar Kamara,0.0,0.78,1.0,8.0,9.0,0.0,6.8,49.0,19.0,46.0,0.0,2.0,0.0,753.0,88.9,10.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,25.0,€38.00m
Premier League,Southampton,Kyle Walker-Peters,0.0,0.84,0.0,38.0,20.0,0.0,6.8,44.0,19.0,75.0,0.0,5.0,2.0,1353.0,90.5,25.0,0.0,0.0,0.0,0.0,0.0,Right-Back,28.0,€18.00m
Premier League,Fulham,Joshua King,0.0,0.25,0.0,4.0,2.0,0.0,6.8,5.0,1.0,1.0,0.0,1.0,0.0,37.0,86.05,3.0,0.0,0.0,0.0,0.0,0.0,Centre Forward,33.0,€2.00m
Premier League,Manchester City,Nathan Aké,0.0,0.22,0.0,1.0,3.0,0.0,6.8,9.0,3.0,22.0,0.0,0.0,0.0,502.0,94.36,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,30.0,€32.00m
Premier League,Bournemouth,Max Aarons,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.0,1.0,0.0,0.0,0.0,0.0,31.0,75.61,1.0,0.0,0.0,0.0,0.0,0.0,Right Back,25.0,€12.00m
Premier League,Brentford,Gustavo Nunes,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.0,0.0,2.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Winger,19.0,€10.00m
Premier League,Manchester City,Oscar Bobb,0.0,0.0,0.0,2.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.82,1.0,0.0,0.0,0.0,0.0,0.0,Right Winger,21.0,€25.00m
Premier League,Southampton,Joe Lumley,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,5.0,1.0,0.0,0.0,92.0,67.65,0.0,13.0,0.0,0.0,11.0,5.0,Goalkeeper,30.0,€600k
Laliga,Real Sociedad,Luken Beitia,0.0,0.0,0.0,0.0,0.0,0.0,6.8,1.0,0.0,2.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,20.0,€250k
Premier League,Leicester,Harry Winks,0.0,0.22,0.0,3.0,10.0,0.0,6.8,24.0,9.0,18.0,0.0,1.0,2.0,892.0,88.93,17.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,29.0,€10.00m
Laliga,Girona FC,Pau López,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,1.0,0.0,0.0,0.0,16.0,72.73,0.0,1.0,0.0,0.0,0.0,0.0,Goalkeeper,30.0,€3.00m
Laliga,UD Las Palmas,Mika Mármol,0.0,0.41,0.0,5.0,10.0,0.0,6.8,57.0,37.0,105.0,0.0,1.0,1.0,945.0,79.35,16.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,23.0,€12.00m
Laliga,Celta Vigo,Hugo Sotelo,0.0,0.19,0.0,8.0,4.0,0.0,6.8,28.0,5.0,8.0,0.0,4.0,0.0,856.0,88.61,19.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,21.0,€5.00m
Laliga,Atlético Madrid,Adrián Niño,0.0,0.19,0.0,2.0,2.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,20.0,€800k
Laliga,Sevilla,Alvaro Garcia-Pascual,0.0,0.58,1.0,1.0,7.0,0.0,6.8,1.0,2.0,5.0,0.0,0.0,0.0,38.0,67.86,2.0,0.0,0.0,0.0,0.0,0.0,Striker,23.0,€270k
Laliga,Rayo Vallecano,Aridane Hernández,0.0,0.84,2.0,1.0,7.0,0.0,6.8,11.0,4.0,89.0,1.0,0.0,0.0,369.0,87.03,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,36.0,€400k
Laliga,Girona FC,Ferrán Ruiz,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,1.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Midfielder,22.0,
Laliga,Real Sociedad,Mikel Oyarzabal,8.0,8.0,6.0,7.0,36.0,22.22,6.8,21.0,4.0,12.0,0.0,4.0,2.0,344.0,73.82,13.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,28.0,€30.00m
Premier League,Crystal Palace,Romain Esse,1.0,0.32,0.0,0.0,1.0,100.0,6.8,3.0,1.0,0.0,0.0,0.0,0.0,18.0,81.82,1.0,0.0,0.0,0.0,0.0,0.0,Right Winger,19.0,€12.00m
Premier League,Brighton,Ferdi Kadıoğlu,1.0,0.44,1.0,3.0,4.0,25.0,6.8,10.0,8.0,17.0,0.0,0.0,0.0,128.0,85.33,5.0,0.0,0.0,0.0,0.0,0.0,Left Back,25.0,€30.00m
Laliga,Real Sociedad,Brais Méndez,3.0,3.47,5.0,12.0,26.0,11.54,6.8,21.0,7.0,15.0,0.0,2.0,1.0,577.0,82.08,20.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,28.0,€28.00m
Premier League,West Ham,Mohammed Kudus,4.0,6.68,7.0,89.0,71.0,5.63,6.8,35.0,4.0,8.0,0.0,4.0,3.0,660.0,89.55,30.0,0.0,0.0,0.0,0.0,0.0,Right Winger,24.0,€50.00m
Laliga,RCD Mallorca,Johan Mojica,1.0,0.91,0.0,30.0,16.0,6.25,6.8,35.0,26.0,64.0,1.0,9.0,2.0,871.0,77.98,40.0,0.0,0.0,0.0,0.0,0.0,Left-Back,32.0,€2.20m
Premier League,Everton,Beto,8.0,6.63,10.0,17.0,43.0,18.6,6.8,14.0,3.0,21.0,1.0,1.0,0.0,131.0,56.96,9.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,27.0,€20.00m
Premier League,Leicester,Facundo Buonanotte,5.0,3.93,2.0,28.0,36.0,13.89,6.8,53.0,12.0,12.0,0.0,7.0,2.0,408.0,79.53,25.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,20.0,€22.00m
Premier League,Nottingham Forest,Ibrahim Sangaré,0.0,0.02,0.0,0.0,1.0,0.0,6.8,24.0,4.0,7.0,0.0,2.0,1.0,216.0,84.38,5.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,27.0,€28.00m
Laliga,Athletic Club,Maroan Sannadi,1.0,2.38,1.0,7.0,14.0,7.14,6.8,1.0,0.0,1.0,0.0,3.0,1.0,93.0,75.61,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€5.00m
Laliga,Real Betis,Aitor Ruibal,1.0,0.65,1.0,10.0,12.0,8.33,6.8,21.0,11.0,24.0,0.0,4.0,3.0,334.0,84.77,20.0,0.0,0.0,0.0,0.0,0.0,Right-Back,29.0,€3.50m
Premier League,Leicester,Ricardo Pereira,0.0,0.09,0.0,5.0,2.0,0.0,6.79,11.0,2.0,10.0,0.0,0.0,0.0,146.0,81.56,0.0,0.0,0.0,0.0,0.0,0.0,Right-Back,31.0,€5.00m
Premier League,West Ham,Crysencio Summerville,1.0,1.63,2.0,13.0,14.0,7.14,6.79,13.0,0.0,6.0,0.0,3.0,1.0,183.0,79.22,17.0,0.0,0.0,0.0,0.0,0.0,Left Winger,23.0,€22.00m
Premier League,Wolves,Rodrigo Gomes,2.0,0.57,0.0,5.0,6.0,33.33,6.79,21.0,5.0,16.0,1.0,4.0,0.0,151.0,69.59,13.0,0.0,0.0,0.0,0.0,0.0,Right Midfield,21.0,€15.00m
Laliga,Sevilla,Juanlu Sánchez,4.0,1.82,2.0,8.0,12.0,33.33,6.79,38.0,12.0,10.0,0.0,4.0,4.0,452.0,85.44,25.0,0.0,0.0,0.0,0.0,0.0,Right-Back,21.0,€12.00m
Laliga,Real Valladolid,Florian Grillitsch,0.0,0.08,0.0,10.0,3.0,0.0,6.79,8.0,4.0,5.0,0.0,0.0,0.0,271.0,84.42,8.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,29.0,€3.00m
Premier League,Tottenham,Micky van de Ven,0.0,0.57,1.0,4.0,6.0,0.0,6.79,10.0,10.0,35.0,1.0,2.0,2.0,702.0,91.05,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€55.00m
Premier League,Liverpool,Harvey Elliott,0.0,0.87,0.0,3.0,14.0,0.0,6.79,4.0,1.0,2.0,0.0,1.0,1.0,177.0,85.1,6.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,22.0,€35.00m
Laliga,Real Betis,Youssouf Sabaly,0.0,0.19,0.0,8.0,5.0,0.0,6.79,39.0,13.0,35.0,0.0,0.0,1.0,682.0,88.11,10.0,0.0,0.0,0.0,0.0,0.0,Right-Back,32.0,€2.00m
Premier League,Bournemouth,Marcos Senesi,0.0,0.84,2.0,5.0,3.0,0.0,6.79,36.0,11.0,56.0,0.0,0.0,0.0,491.0,77.69,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€24.00m
Premier League,Brentford,Yehor Yarmolyuk,0.0,0.61,0.0,10.0,9.0,0.0,6.79,42.0,12.0,29.0,0.0,2.0,0.0,573.0,87.75,9.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,21.0,€12.00m
Laliga,Valencia CF,Diego López,7.0,6.24,5.0,23.0,40.0,17.5,6.79,28.0,13.0,12.0,0.0,11.0,5.0,591.0,75.38,34.0,0.0,0.0,0.0,0.0,0.0,Right Winger,22.0,€10.00m
Laliga,Celta Vigo,Damián Rodríguez,0.0,0.11,0.0,0.0,4.0,0.0,6.79,14.0,7.0,12.0,0.0,1.0,0.0,717.0,91.69,17.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,22.0,€3.00m
Laliga,Athletic Club,Beñat Prados,1.0,0.89,0.0,12.0,15.0,6.67,6.78,51.0,28.0,20.0,0.0,1.0,0.0,604.0,81.84,11.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,24.0,€18.00m
Premier League,Nottingham Forest,Willy Boly,0.0,0.07,0.0,0.0,1.0,0.0,6.78,6.0,3.0,12.0,0.0,0.0,0.0,55.0,78.57,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,34.0,€2.00m
Premier League,Arsenal,Kieran Tierney,0.0,0.21,1.0,1.0,1.0,0.0,6.78,6.0,2.0,5.0,0.0,1.0,0.0,84.0,88.42,7.0,0.0,0.0,0.0,0.0,0.0,Left Back,27.0,€10.00m
Laliga,Girona FC,Alejandro Francés,0.0,0.21,0.0,6.0,6.0,0.0,6.78,30.0,15.0,33.0,0.0,1.0,0.0,498.0,85.42,3.0,0.0,0.0,0.0,0.0,0.0,Right-Back,22.0,€2.50m
Laliga,Sevilla,Ørjan Nyland,0.0,0.0,0.0,0.0,0.0,0.0,6.78,3.0,0.0,21.0,2.0,2.0,0.0,511.0,59.56,4.0,67.0,6.0,1.0,46.0,18.0,Goalkeeper,34.0,€1.00m
Laliga,UD Las Palmas,Juanma Herzog,0.0,0.6,0.0,0.0,7.0,0.0,6.78,11.0,15.0,61.0,0.0,0.0,0.0,458.0,86.42,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,20.0,€1.50m
Laliga,Deportivo Alavés,Abdelkabir Abqar,0.0,0.89,1.0,3.0,12.0,0.0,6.78,36.0,39.0,144.0,0.0,0.0,1.0,711.0,76.95,8.0,0.0,0.0,0.0,0.0,0.0,Centre Back,26.0,€7.10m
Premier League,Manchester United,Luke Shaw,0.0,0.03,0.0,0.0,1.0,0.0,6.78,4.0,2.0,7.0,0.0,1.0,0.0,207.0,88.09,6.0,0.0,0.0,0.0,0.0,0.0,Left-Back,29.0,€16.00m
Premier League,Liverpool,Diogo Jota,6.0,7.58,13.0,11.0,49.0,12.24,6.78,14.0,7.0,6.0,0.0,3.0,3.0,204.0,71.58,11.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,28.0,€45.00m
Laliga,Leganés,Óscar Rodríguez,1.0,1.88,2.0,21.0,30.0,3.33,6.78,31.0,18.0,18.0,0.0,7.0,4.0,367.0,77.26,19.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,26.0,€2.00m
Laliga,Getafe,Coba da Costa,1.0,1.11,0.0,16.0,20.0,5.0,6.78,29.0,7.0,7.0,0.0,3.0,1.0,164.0,70.09,9.0,0.0,0.0,0.0,0.0,0.0,Left Winger,22.0,€3.00m
Laliga,Girona FC,Selvi Clúa,0.0,0.04,0.0,2.0,2.0,0.0,6.78,8.0,2.0,6.0,0.0,0.0,0.0,75.0,80.65,1.0,0.0,0.0,0.0,0.0,0.0,Striker,20.0,€300k
Laliga,Rayo Vallecano,Dani Cárdenas,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,5.0,0.0,0.0,0.0,73.0,46.5,0.0,14.0,2.0,0.0,10.0,3.0,Goalkeeper,28.0,€1.80m
Premier League,Southampton,Joe Aribo,3.0,2.7,2.0,19.0,17.0,17.65,6.78,47.0,20.0,28.0,2.0,3.0,0.0,886.0,89.4,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€6.00m
Laliga,Getafe,Bertuğ Yıldırım,1.0,2.56,5.0,7.0,19.0,5.26,6.78,0.0,0.0,0.0,0.0,2.0,0.0,95.0,54.6,8.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,22.0,€2.50m
Premier League,Liverpool,Darwin Núñez,5.0,5.2,7.0,8.0,33.0,15.15,6.78,20.0,3.0,11.0,0.0,3.0,2.0,153.0,70.83,10.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,25.0,€50.00m
Laliga,Deportivo Alavés,Antonio Blanco,0.0,0.77,0.0,13.0,23.0,0.0,6.77,60.0,39.0,39.0,0.0,2.0,1.0,933.0,80.71,13.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,24.0,€7.50m
Laliga,Valencia CF,Javier Guerra,3.0,2.05,2.0,26.0,44.0,6.82,6.77,46.0,19.0,45.0,1.0,5.0,3.0,916.0,80.42,22.0,0.0,0.0,0.0,0.0,0.0,Central Midfielder,22.0,€20.00m
Premier League,Leicester,Wout Faes,1.0,1.53,1.0,5.0,12.0,8.33,6.77,39.0,26.0,172.0,2.0,0.0,0.0,1286.0,88.2,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€20.00m
Premier League,Ipswich,Leif Davis,1.0,0.87,0.0,13.0,14.0,7.14,6.77,45.0,25.0,67.0,0.0,12.0,2.0,717.0,80.74,54.0,0.0,0.0,0.0,0.0,0.0,Left-Back,25.0,€25.00m
Premier League,Arsenal,Oleksandr Zinchenko,0.0,0.27,0.0,3.0,6.0,0.0,6.77,4.0,4.0,6.0,0.0,0.0,1.0,289.0,85.5,2.0,0.0,0.0,0.0,0.0,0.0,Left Back,28.0,€22.00m
Premier League,West Ham,Danny Ings,1.0,2.27,2.0,4.0,14.0,7.14,6.77,4.0,1.0,4.0,0.0,2.0,2.0,63.0,71.59,6.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,32.0,€7.00m
Premier League,Crystal Palace,Will Hughes,0.0,1.08,0.0,4.0,21.0,0.0,6.77,62.0,22.0,22.0,1.0,5.0,3.0,690.0,81.27,32.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,30.0,€9.00m
Premier League,Fulham,Willian,0.0,0.28,0.0,1.0,7.0,0.0,6.77,4.0,1.0,1.0,0.0,0.0,0.0,168.0,88.89,7.0,0.0,0.0,0.0,0.0,0.0,Left Winger,36.0,€1.00m
Premier League,Brighton,Mats Wieffer,1.0,0.74,2.0,7.0,8.0,12.5,6.77,46.0,14.0,22.0,1.0,1.0,4.0,494.0,86.36,13.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,25.0,€27.00m
Premier League,Everton,Abdoulaye Doucouré,3.0,3.87,3.0,24.0,29.0,10.34,6.77,46.0,9.0,18.0,1.0,3.0,2.0,693.0,82.3,27.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,32.0,€8.00m
Premier League,Liverpool,Conor Bradley,0.0,0.59,1.0,9.0,9.0,0.0,6.76,13.0,4.0,20.0,0.0,2.0,1.0,340.0,84.16,5.0,0.0,0.0,0.0,0.0,0.0,Right-Back,21.0,€25.00m
Laliga,Athletic Club,Alex Padilla,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,3.0,1.0,0.0,0.0,52.0,49.52,0.0,12.0,0.0,0.0,10.0,4.0,Goalkeeper,21.0,€3.00m
Laliga,Celta Vigo,Fer López,2.0,1.09,1.0,12.0,14.0,14.29,6.76,7.0,2.0,7.0,0.0,3.0,0.0,202.0,86.7,13.0,0.0,0.0,0.0,0.0,0.0,Right Winger,20.0,€1.50m
