League,Team,Name,Goals,Expected goals (xG),Big chances missed,Successful dribbles,Total shots,Goal conversion %,Average Sofascore,Tackles,Interceptions,Clearances,Errors leading to goal,Big chances created,Assists,Accurate passes,Accurate passes %,Key passes,Saves,Clean sheets,Penalties saved,Saves from inside box,Runs out,Position,Age,Market value
Serie A,Juventus,Michele Di Gregorio,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,29.0,0.0,1.0,0.0,606.0,73.9,1.0,67.0,13.0,0.0,39.0,11.0,Goalkeeper,27.0,€18.00m
Serie A,Bologna,Sam Beukema,0.0,1.46,2.0,1.0,15.0,0.0,7.01,54.0,30.0,105.0,0.0,1.0,1.0,1817.0,86.69,10.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,26.0,€25.00m
Serie A,Napoli,Stanislav Lobotka,0.0,0.33,0.0,8.0,7.0,0.0,7.01,47.0,21.0,55.0,1.0,1.0,1.0,1598.0,91.05,17.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,30.0,€25.00m
Serie A,Juventus,Federico Gatti,1.0,2.45,2.0,7.0,25.0,4.0,7.0,28.0,18.0,74.0,0.0,1.0,0.0,1383.0,95.18,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,26.0,€25.00m
Serie A,Fiorentina,Pablo Marí,0.0,0.29,0.0,6.0,6.0,0.0,7.0,38.0,58.0,166.0,0.0,1.0,0.0,1443.0,90.53,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,31.0,€3.50m
Serie A,Bologna,Nikola Moro,0.0,0.49,0.0,7.0,14.0,0.0,6.99,35.0,13.0,16.0,0.0,1.0,2.0,626.0,82.59,20.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,27.0,€5.00m
Serie A,Roma,Gianluca Mancini,1.0,1.44,2.0,1.0,20.0,5.0,6.98,42.0,34.0,93.0,0.0,1.0,0.0,1560.0,87.01,14.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,29.0,€18.00m
Serie A,Udinese,Lorenzo Lucca,11.0,7.45,7.0,12.0,62.0,17.74,6.94,9.0,6.0,24.0,0.0,1.0,1.0,233.0,64.9,14.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€22.00m
Serie A,Venezia,Fali Candé,1.0,1.03,0.0,7.0,4.0,25.0,6.94,24.0,14.0,75.0,1.0,1.0,1.0,613.0,81.95,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€2.00m
Serie A,Napoli,Billy Gilmour,0.0,0.28,0.0,5.0,7.0,0.0,6.94,21.0,8.0,17.0,0.0,1.0,1.0,661.0,88.49,19.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,23.0,€16.00m
Serie A,Bologna,Jhon Lucumí,0.0,0.56,1.0,10.0,12.0,0.0,6.93,48.0,24.0,82.0,3.0,1.0,1.0,1747.0,91.51,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,26.0,€18.00m
Serie A,Roma,Devyne Rensch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,11.0,0.0,1.0,1.0,190.0,85.59,2.0,0.0,0.0,0.0,0.0,0.0,Right-Back,22.0,€12.00m
Serie A,Roma,Zeki Çelik,0.0,0.55,0.0,8.0,12.0,0.0,6.92,57.0,13.0,69.0,1.0,1.0,2.0,878.0,83.78,17.0,0.0,0.0,0.0,0.0,0.0,Right-Back,28.0,€5.00m
Serie A,Torino,Cesare Casadei,1.0,0.98,0.0,7.0,11.0,9.09,6.92,10.0,5.0,19.0,0.0,1.0,2.0,276.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,22.0,€15.00m
Serie A,Torino,Adam Masina,1.0,0.7,2.0,4.0,7.0,14.29,6.91,33.0,25.0,81.0,1.0,1.0,2.0,930.0,85.4,4.0,0.0,0.0,0.0,0.0,0.0,Left-Back,31.0,€1.50m
Serie A,Parma,Gabriel Charpentier,1.0,1.29,1.0,2.0,9.0,11.11,6.9,4.0,0.0,7.0,0.0,1.0,2.0,31.0,60.78,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,25.0,€1.60m
Serie A,Venezia,Medon Berisha,0.0,0.69,0.0,3.0,23.0,0.0,6.88,12.0,10.0,4.0,0.0,1.0,1.0,288.0,82.52,10.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,21.0,€1.00m
Serie A,Cagliari,Giorgio Altare,0.0,0.15,0.0,5.0,3.0,0.0,6.88,13.0,17.0,46.0,0.0,1.0,0.0,247.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€1.7m
Serie A,Lazio,Ivan Provedel,0.0,0.0,0.0,0.0,0.0,0.0,6.87,0.0,1.0,24.0,2.0,1.0,0.0,769.0,75.47,3.0,53.0,5.0,0.0,32.0,9.0,Goalkeeper,31.0,€7.00m
Serie A,Lazio,Ivan Provedel,0.0,0.0,0.0,0.0,0.0,0.0,6.87,0.0,1.0,24.0,2.0,1.0,0.0,769.0,75.47,3.0,53.0,5.0,0.0,32.0,9.0,Goalkeeper,31.0,€7.00m
Serie A,Roma,Manu Koné,2.0,3.15,3.0,24.0,33.0,6.06,6.87,39.0,21.0,27.0,0.0,1.0,1.0,1076.0,90.88,18.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,23.0,€35.00m
Serie A,AC Milan,Kyle Walker,0.0,0.04,0.0,5.0,2.0,0.0,6.86,17.0,9.0,14.0,0.0,1.0,0.0,337.0,90.59,6.0,0.0,0.0,0.0,0.0,0.0,Right-Back,34.0,€6.00m
Serie A,Udinese,Brenner,1.0,0.63,0.0,3.0,7.0,14.29,6.86,6.0,1.0,5.0,0.0,1.0,2.0,83.0,82.18,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,25.0,€4.50m
Serie A,Lecce,Patrick Dorgu,3.0,3.25,1.0,13.0,36.0,8.33,6.87,45.0,18.0,36.0,1.0,1.0,1.0,486.0,78.77,19.0,0.0,0.0,0.0,0.0,0.0,Left-Back,19.0,€23.00m
Serie A,AC Milan,Álex Jiménez,0.0,0.62,1.0,26.0,11.0,0.0,6.86,22.0,15.0,20.0,0.0,1.0,0.0,367.0,82.84,11.0,0.0,0.0,0.0,0.0,0.0,Right-Back,20.0,€10.00m
Serie A,AC Milan,Riccardo Sottil,1.0,1.05,0.0,12.0,24.0,4.17,6.86,6.0,4.0,3.0,0.0,1.0,1.0,224.0,81.75,14.0,0.0,0.0,0.0,0.0,0.0,Left Winger,25.0,€6.00m
Serie A,Venezia,Gianluca Busio,2.0,2.27,3.0,15.0,33.0,6.06,6.85,46.0,18.0,48.0,0.0,1.0,0.0,651.0,78.25,28.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,22.0,€6.50m
Serie A,AC Milan,Fikayo Tomori,0.0,0.08,0.0,2.0,2.0,0.0,6.85,36.0,17.0,50.0,0.0,1.0,1.0,870.0,92.45,6.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€20.00m
Serie A,Monza,Armando Izzo,1.0,0.44,0.0,6.0,6.0,16.67,6.84,40.0,45.0,97.0,0.0,1.0,1.0,1270.0,88.32,11.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,33.0,€2.50m
Serie A,Empoli,Hamza Rafia,0.0,0.5,0.0,10.0,10.0,0.0,6.84,44.0,4.0,16.0,0.0,1.0,0.0,398.0,83.09,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€1.70m
Serie A,Lecce,Þórir Jóhann Helgason,0.0,1.06,2.0,7.0,15.0,0.0,6.84,10.0,5.0,5.0,0.0,1.0,4.0,222.0,73.03,21.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,23.0,€2.40m
Serie A,Torino,Borna Sosa,0.0,0.31,0.0,3.0,4.0,0.0,6.83,26.0,14.0,28.0,0.0,1.0,0.0,441.0,83.05,11.0,0.0,0.0,0.0,0.0,0.0,Left-Back,27.0,€6.00m
Serie A,Como,Anastasios Douvikas,2.0,2.47,4.0,5.0,13.0,15.38,6.83,3.0,1.0,2.0,0.0,1.0,1.0,65.0,74.71,6.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,25.0,€8.00m
Serie A,Monza,Gianluca Caprari,3.0,4.15,0.0,10.0,28.0,10.71,6.83,19.0,7.0,2.0,0.0,1.0,1.0,504.0,86.75,27.0,0.0,0.0,0.0,0.0,0.0,Second Striker,31.0,€1.50m
Serie A,Fiorentina,Michael Kayode,0.0,0.1,0.0,3.0,1.0,0.0,6.83,1.0,2.0,7.0,0.0,1.0,0.0,33.0,70.21,1.0,0.0,0.0,0.0,0.0,0.0,Right-Back,19.0,€17.50m
Serie A,Bologna,Nicolò Casale,0.0,0.16,0.0,2.0,3.0,0.0,6.82,12.0,14.0,42.0,1.0,1.0,0.0,455.0,88.18,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€7.00m
Serie A,Inter Milan,Matteo Darmian,3.0,1.78,2.0,4.0,10.0,30.0,6.81,27.0,10.0,31.0,0.0,1.0,2.0,668.0,84.77,15.0,0.0,0.0,0.0,0.0,0.0,Right-Back,35.0,€4.00m
Serie A,Como,Luca Mazzitelli,1.0,0.21,0.0,4.0,7.0,14.29,6.81,9.0,3.0,10.0,0.0,1.0,0.0,154.0,84.62,6.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€2.10m
Serie A,Udinese,Martín Payero,1.0,1.28,0.0,30.0,31.0,3.23,6.81,24.0,13.0,10.0,0.0,1.0,1.0,338.0,82.44,15.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€6.00m
Serie A,Monza,Andrea Carboni,0.0,0.21,0.0,4.0,6.0,0.0,6.8,57.0,27.0,97.0,0.0,1.0,1.0,869.0,85.78,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,24.0,€3.40m
Serie A,Parma,Botond Balogh,0.0,0.22,0.0,0.0,2.0,0.0,6.8,28.0,24.0,124.0,1.0,1.0,1.0,816.0,89.87,2.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,22.0,€2.50m
Serie A,Atalanta,Rafael Tolói,0.0,0.07,2.0,3.0,0.0,0.0,6.79,10.0,8.0,11.0,0.0,1.0,0.0,255.0,88.24,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,34.0,€1.50m
Serie A,Empoli,Alberto Grassi,1.0,1.04,2.0,4.0,11.0,9.09,6.79,39.0,32.0,40.0,0.0,1.0,0.0,577.0,76.53,7.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,30.0,€2.00m
Serie A,Bologna,Tommaso Pobega,2.0,2.05,3.0,3.0,22.0,9.09,6.78,32.0,13.0,16.0,0.0,1.0,2.0,357.0,83.41,12.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,25.0,€10.00m
Serie A,Roma,Saud Abdulhamid,0.0,0.03,0.0,3.0,1.0,0.0,6.78,3.0,2.0,0.0,0.0,1.0,0.0,86.0,88.66,2.0,0.0,0.0,0.0,0.0,0.0,Right-Back,25.0,€4.00m
Serie A,Empoli,Luca Mariannucci,0.0,0.33,0.0,5.0,7.0,0.0,6.78,28.0,18.0,61.0,0.0,1.0,0.0,315.0,78.16,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,22.0,€5.40m
Serie A,Monza,Kacper Urbański,1.0,0.47,0.0,6.0,9.0,11.11,6.77,10.0,4.0,12.0,0.0,1.0,0.0,317.0,87.57,13.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,19.0,€7.20m
Serie A,Roma,Niccolò Pisilli,2.0,2.61,3.0,5.0,27.0,7.41,6.77,23.0,11.0,13.0,0.0,1.0,1.0,467.0,85.22,10.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,20.0,€12.00m
Serie A,Fiorentina,Marin Pongračić,0.0,0.05,0.0,8.0,2.0,0.0,6.77,18.0,12.0,66.0,0.0,1.0,0.0,660.0,89.19,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,27.0,€10.00m
Serie A,Como,Yannik Engelhardt,1.0,0.56,1.0,9.0,8.0,12.5,6.76,28.0,11.0,23.0,0.0,1.0,1.0,569.0,88.77,12.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,24.0,€7.00m
Serie A,Lazio,Fisayo Dele-Bashiru,3.0,1.09,1.0,14.0,16.0,18.75,6.76,10.0,4.0,4.0,0.0,1.0,1.0,314.0,89.46,10.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,24.0,€8.00m
Serie A,Genoa,Junior Messias,1.0,2.3,2.0,10.0,17.0,5.88,6.76,12.0,6.0,15.0,0.0,1.0,1.0,132.0,70.59,8.0,0.0,0.0,0.0,0.0,0.0,Right Midfield,34.0,€2.00m
Serie A,Venezia,Marin Šverko,1.0,0.41,0.0,6.0,3.0,33.33,6.75,17.0,16.0,40.0,0.0,1.0,0.0,442.0,86.16,2.0,0.0,0.0,0.0,0.0,0.0,Left-Back,27.0,€1.20m
Serie A,Udinese,Rui Modesto,0.0,0.5,1.0,3.0,3.0,0.0,6.75,16.0,8.0,10.0,0.0,1.0,1.0,170.0,76.58,13.0,0.0,0.0,0.0,0.0,0.0,Right Midfield,25.0,€1.80m
Serie A,Genoa,Stefano Sabelli,0.0,0.14,0.0,3.0,6.0,0.0,6.75,56.0,21.0,56.0,0.0,1.0,1.0,622.0,70.92,16.0,0.0,0.0,0.0,0.0,0.0,Right-Back,32.0,€1.50m
Serie A,Empoli,Youssef Maleh,0.0,0.87,2.0,4.0,17.0,0.0,6.74,45.0,16.0,22.0,0.0,1.0,1.0,395.0,73.83,12.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€4.00m
Serie A,Lecce,Ylber Ramadani,0.0,0.58,0.0,12.0,16.0,0.0,6.74,51.0,24.0,23.0,0.0,1.0,1.0,670.0,83.75,16.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,29.0,€2.20m
Serie A,Torino,Sebastian Walukiewicz,0.0,0.39,0.0,6.0,6.0,0.0,6.73,39.0,19.0,67.0,0.0,1.0,0.0,713.0,83.1,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,25.0,€5.00m
Serie A,Inter Milan,Mehdi Taremi,1.0,2.85,5.0,6.0,12.0,8.33,6.73,5.0,0.0,10.0,0.0,1.0,1.0,167.0,81.07,13.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,32.0,€5.00m
Serie A,Empoli,Liberato Cacace,2.0,2.04,4.0,13.0,28.0,7.14,6.72,36.0,22.0,51.0,0.0,1.0,3.0,523.0,75.04,23.0,0.0,0.0,0.0,0.0,0.0,Left-Back,24.0,€3.00m
Serie A,Cagliari,Alessandro Deiola,1.0,1.6,1.0,3.0,15.0,6.67,6.72,27.0,12.0,31.0,0.0,1.0,1.0,348.0,76.65,4.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,29.0,€1.60m
Serie A,Como,Alessandro Gabrielloni,1.0,0.3,0.0,0.0,5.0,20.0,6.71,0.0,0.0,1.0,0.0,1.0,1.0,27.0,57.45,4.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,30.0,€1.00m
Serie A,Parma,Nahuel Estévez,0.0,0.07,0.0,2.0,4.0,0.0,6.71,14.0,3.0,25.0,0.0,1.0,0.0,231.0,79.11,6.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,29.0,€3.50m
Serie A,Parma,Matteo Cancellieri,3.0,2.74,2.0,28.0,22.0,13.64,6.7,26.0,13.0,26.0,0.0,1.0,0.0,204.0,70.83,11.0,0.0,0.0,0.0,0.0,0.0,Right Winger,23.0,€5.00m
Serie A,Fiorentina,Amir Richardson,0.0,0.53,1.0,11.0,9.0,0.0,6.7,24.0,5.0,26.0,0.0,1.0,0.0,475.0,88.62,7.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,23.0,€9.00m
Serie A,Atalanta,Daniel Maldini,3.0,5.82,11.0,33.0,43.0,6.98,6.69,15.0,4.0,9.0,0.0,1.0,0.0,285.0,72.52,12.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,23.0,€10.00m
Serie A,Como,Jonathan Ikoné,2.0,2.68,5.0,15.0,25.0,8.0,6.68,20.0,1.0,1.0,0.0,1.0,0.0,203.0,82.52,5.0,0.0,0.0,0.0,0.0,0.0,Right Winger,27.0,€8.00m
Serie A,Empoli,Pietro Pellegri,3.0,0.29,0.0,5.0,8.0,37.5,6.68,7.0,0.0,3.0,0.0,1.0,0.0,50.0,72.46,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€2.50m
Serie A,Parma,Drissa Camara,0.0,1.24,1.0,17.0,15.0,0.0,6.68,9.0,3.0,1.0,0.0,1.0,0.0,132.0,75.86,5.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,23.0,€1.80m
Serie A,Monza,Kevin Martins,0.0,0.0,0.0,4.0,0.0,0.0,6.68,5.0,1.0,2.0,0.0,1.0,1.0,33.0,73.33,2.0,0.0,0.0,0.0,0.0,0.0,Right Winger,20.0,€1.50m
Serie A,Empoli,Emmanuel Gyasi,2.0,3.9,7.0,20.0,21.0,9.52,6.67,51.0,11.0,65.0,0.0,1.0,1.0,544.0,75.45,17.0,0.0,0.0,0.0,0.0,0.0,Right Midfield,31.0,€2.00m
Serie A,Venezia,Ridgeciano Haps,0.0,1.08,4.0,5.0,13.0,0.0,6.67,26.0,6.0,35.0,0.0,1.0,0.0,365.0,80.57,6.0,0.0,0.0,0.0,0.0,0.0,Left-Back,31.0,€1.00m
Serie A,Torino,Karol Linetty,1.0,1.07,1.0,7.0,17.0,5.88,6.66,39.0,12.0,31.0,1.0,1.0,0.0,475.0,85.43,10.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,30.0,€2.50m
Serie A,Genoa,Caleb Ekuban,1.0,2.51,5.0,2.0,18.0,5.56,6.66,3.0,1.0,5.0,0.0,1.0,3.0,63.0,71.59,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,31.0,€1.50m
Serie A,Udinese,Oier Zarraga,1.0,0.4,0.0,2.0,6.0,16.67,6.66,15.0,2.0,7.0,0.0,1.0,0.0,208.0,87.03,6.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,26.0,€2.00m
Serie A,Udinese,Simone Pafundi,0.0,0.07,0.0,1.0,2.0,0.0,6.66,3.0,0.0,1.0,0.0,1.0,0.0,53.0,86.89,3.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,19.0,€6.00m
Serie A,Monza,Danilo D'Ambrosio,0.0,0.58,0.0,2.0,9.0,0.0,6.65,28.0,15.0,35.0,0.0,1.0,1.0,534.0,88.26,5.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,36.0,€800k
Serie A,Como,Simone Verdi,0.0,0.11,0.0,2.0,2.0,0.0,6.64,2.0,0.0,1.0,0.0,1.0,0.0,26.0,59.09,6.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,31.0,€2.10m
Serie A,Lazio,Reda Belahyane,0.0,0.23,0.0,36.0,6.0,0.0,6.64,44.0,11.0,24.0,0.0,1.0,2.0,670.0,84.92,16.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,20.0,€10.00m
Serie A,Napoli,Noah Okafor,1.0,1.42,5.0,14.0,14.0,7.14,6.63,5.0,2.0,2.0,0.0,1.0,0.0,84.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€15.00m
Serie A,Monza,Kevin Zeroli,0.0,0.72,0.0,0.0,6.0,0.0,6.63,6.0,2.0,7.0,0.0,1.0,1.0,73.0,77.66,2.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,20.0,€3.50m
Serie A,Empoli,Saba Goglichidze,0.0,0.3,0.0,4.0,6.0,0.0,6.62,63.0,33.0,88.0,3.0,1.0,1.0,674.0,78.37,3.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,20.0,€8.00m
Serie A,Lecce,Jesper Karlsson,2.0,2.09,2.0,8.0,16.0,12.5,6.61,4.0,0.0,4.0,0.0,1.0,0.0,163.0,78.37,8.0,0.0,0.0,0.0,0.0,0.0,Left Winger,26.0,€4.50m
Serie A,Napoli,Giovanni Simeone,1.0,2.58,3.0,6.0,13.0,7.69,6.6,2.0,1.0,6.0,0.0,1.0,0.0,75.0,71.43,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,29.0,€8.00m
Serie A,Venezia,Christian Gytkjær,2.0,2.2,3.0,0.0,14.0,14.29,6.6,6.0,0.0,8.0,0.0,1.0,1.0,78.0,56.12,6.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,35.0,€700k
Serie A,Monza,Gaetano Castrovilli,0.0,0.39,1.0,6.0,8.0,0.0,6.59,17.0,5.0,9.0,0.0,1.0,0.0,232.0,81.4,10.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,28.0,€3.50m
Serie A,Lecce,Lameck Banda,0.0,1.21,2.0,10.0,17.0,0.0,6.59,8.0,2.0,6.0,1.0,1.0,1.0,113.0,84.96,11.0,0.0,0.0,0.0,0.0,0.0,Left Winger,24.0,€6.00m
Serie A,Lazio,Loum Tchaouna,1.0,2.49,7.0,5.0,23.0,4.35,6.58,8.0,4.0,13.0,1.0,1.0,0.0,161.0,76.3,11.0,0.0,0.0,0.0,0.0,0.0,Right Winger,21.0,€10.00m
Serie A,Verona,Dailon Rocha Livramento,1.0,1.81,4.0,6.0,13.0,7.69,6.55,13.0,3.0,6.0,0.0,1.0,1.0,89.0,58.55,8.0,0.0,0.0,0.0,0.0,0.0,Centre-Forward,24.0,€800k
Serie A,Verona,Davide Faraoni,0.0,0.21,0.0,0.0,1.0,0.0,6.51,10.0,2.0,11.0,1.0,1.0,0.0,50.0,73.53,2.0,0.0,0.0,0.0,0.0,0.0,Right-Back,33.0,€1.00m
Serie A,Lecce,Marco Sala,0.0,0.0,0.0,1.0,0.0,0.0,6.48,10.0,1.0,8.0,0.0,1.0,0.0,125.0,78.62,2.0,0.0,0.0,0.0,0.0,0.0,Left-Back,25.0,€1.00m
Serie A,Genoa,Filippo Melegoni,0.0,0.04,0.0,1.0,1.0,0.0,6.47,1.0,0.0,2.0,0.0,1.0,1.0,7.0,58.33,1.0,0.0,0.0,0.0,0.0,0.0,Central Midfield,25.0,€970k
Serie A,Genoa,Benjamin Siegrist,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,2.0,0.0,0.0,0.0,19.0,59.38,0.0,8.0,0.0,0.0,6.0,0.0,Goalkeeper,33.0,€650k
Serie A,Atalanta,Juan Musso,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,44.83,0.0,4.0,1.0,0.0,3.0,1.0,Goalkeeper,30.0,€4.3m
Serie A,Atalanta,Rui Patrício,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,2.0,0.0,0.0,0.0,46.0,86.79,0.0,9.0,1.0,0.0,6.0,4.0,Goalkeeper,37.0,€1.00m
Serie A,Juventus,Bremer,0.0,0.13,0.0,3.0,3.0,0.0,7.57,15.0,6.0,14.0,0.0,0.0,0.0,467.0,92.84,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,28.0,€50.00m
Serie A,Udinese,Daniele Padelli,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,72.22,0.0,3.0,1.0,0.0,2.0,0.0,Goalkeeper,39.0,€150k
Serie A,Lazio,Christos Mandas,0.0,0.0,0.0,0.0,0.0,0.0,7.33,0.0,5.0,0.0,0.0,0.0,0.0,171.0,68.4,0.0,17.0,4.0,0.0,13.0,2.0,Goalkeeper,23.0,€5.00m
Serie A,Torino,Vanja Milinković-Savić,0.0,0.0,0.0,0.0,0.0,0.0,7.31,1.0,0.0,44.0,1.0,0.0,0.0,857.0,63.06,3.0,128.0,10.0,4.0,83.0,18.0,Goalkeeper,27.0,€11.2m
Serie A,Torino,Vanja Milinković-Savić,0.0,0.0,0.0,0.0,0.0,0.0,7.31,1.0,0.0,44.0,1.0,0.0,0.0,857.0,63.06,3.0,128.0,10.0,4.0,83.0,18.0,Goalkeeper,27.0,€11.2m
Serie A,Verona,Simone Perilli,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,2.0,0.0,0.0,0.0,0.0,7.0,33.33,0.0,5.0,0.0,0.0,2.0,2.0,Goalkeeper,30.0,€200k
Serie A,Venezia,Filip Stanković,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,2.0,21.0,0.0,0.0,0.0,321.0,69.63,0.0,62.0,0.0,1.0,35.0,7.0,Goalkeeper,23.0,€6.00m
Serie A,Venezia,Filip Stanković,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,2.0,21.0,0.0,0.0,0.0,321.0,69.63,0.0,62.0,0.0,1.0,35.0,7.0,Goalkeeper,23.0,€6.00m
Serie A,Fiorentina,Pietro Terracciano,0.0,0.0,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,57.0,76.0,0.0,11.0,1.0,0.0,7.0,1.0,Goalkeeper,35.0,€1.50m
Serie A,Juventus,Renato Veiga,0.0,0.74,1.0,1.0,8.0,0.0,7.21,16.0,15.0,66.0,0.0,0.0,1.0,442.0,87.18,2.0,0.0,0.0,0.0,0.0,0.0,Defensive Midfield,21.0,€18.00m
Serie A,Fiorentina,Antonín Barák,0.0,0.08,0.0,0.0,2.0,0.0,7.2,2.0,0.0,0.0,0.0,0.0,0.0,17.0,89.47,3.0,0.0,0.0,0.0,0.0,0.0,Attacking Midfield,29.0,€3.2m
Serie A,Roma,Mile Svilar,0.0,0.05,0.0,0.0,1.0,0.0,7.18,0.0,19.0,1.0,0.0,0.0,0.0,919.0,75.7,0.0,112.0,15.0,0.0,62.0,11.0,Goalkeeper,25.0,€17.00m
Serie A,Roma,Mile Svilar,0.0,0.05,0.0,0.0,1.0,0.0,7.18,0.0,19.0,1.0,0.0,0.0,0.0,919.0,75.7,0.0,112.0,15.0,0.0,62.0,11.0,Goalkeeper,25.0,€17.00m
Serie A,Cagliari,Elia Caprile,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,16.0,0.0,0.0,0.0,0.0,440.0,66.37,0.0,52.0,6.0,0.0,35.0,15.0,Goalkeeper,23.0,€8.00m
Serie A,Cagliari,Elia Caprile,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,16.0,0.0,0.0,0.0,0.0,440.0,66.37,0.0,52.0,6.0,0.0,35.0,15.0,Goalkeeper,23.0,€8.00m
Serie A,Genoa,Nicola Leali,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,29.0,0.0,0.0,0.0,0.0,527.0,67.91,0.0,83.0,10.0,1.0,49.0,8.0,Goalkeeper,32.0,€1.50m
Serie A,Genoa,Nicola Leali,0.0,0.0,0.0,0.0,0.0,0.0,7.17,0.0,29.0,0.0,0.0,0.0,0.0,527.0,67.91,0.0,83.0,10.0,1.0,49.0,8.0,Goalkeeper,32.0,€1.50m
Serie A,Torino,Alberto Paleari,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,2.0,0.0,0.0,0.0,0.0,23.0,85.19,0.0,4.0,0.0,0.0,4.0,2.0,Goalkeeper,32.0,€500k
Serie A,Bologna,Estanis Pedrola,0.0,0.07,0.0,2.0,2.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,87.5,2.0,0.0,0.0,0.0,0.0,0.0,Left Winger,21.0,€1.80m
Serie A,Genoa,Johan Vásquez,3.0,2.43,2.0,5.0,35.0,8.57,7.09,54.0,49.0,142.0,0.0,0.0,0.0,1464.0,85.12,7.0,0.0,0.0,0.0,0.0,0.0,Centre-Back,26.0,€12.00m
